MovieID,Title,Title_Clean,Year,Genre_Count,Genres,Language,Country,Total Views,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6
1009,Escape to Witch Mountain (1975),Escape to Witch Mountain,1975.0,3,Adventure|Children's|Fantasy,German,UK,76815,Adventure,Children's,Fantasy,,,
1010,"Love Bug, The (1969)","Love Bug, The",1969.0,2,Children's|Comedy,German,India,62805,Children's,Comedy,,,,
1011,Herbie Rides Again (1974),Herbie Rides Again,1974.0,3,Adventure|Children's|Comedy,French,Italy,7136,Adventure,Children's,Comedy,,,
1012,Old Yeller (1957),Old Yeller,1957.0,2,Children's|Drama,English,France,18027,Children's,Drama,,,,
1013,"Parent Trap, The (1961)","Parent Trap, The",1961.0,2,Children's|Drama,Italian,Italy,57469,Children's,Drama,,,,
1014,Pollyanna (1960),Pollyanna,1960.0,3,Children's|Comedy|Drama,Spanish,UK,41349,Children's,Comedy,Drama,,,
1015,Homeward Bound: The Incredible Journey (1993),Homeward Bound: The Incredible Journey,1993.0,2,Adventure|Children's,English,USA,96687,Adventure,Children's,,,,
1016,"Shaggy Dog, The (1959)","Shaggy Dog, The",1959.0,2,Children's|Comedy,Italian,France,63227,Children's,Comedy,,,,
1017,Swiss Family Robinson (1960),Swiss Family Robinson,1960.0,2,Adventure|Children's,Spanish,UK,42230,Adventure,Children's,,,,
1018,That Darn Cat! (1965),That Darn Cat!,1965.0,3,Children's|Comedy|Mystery,German,Italy,37158,Children's,Comedy,Mystery,,,
1019,"20,000 Leagues Under the Sea (1954)","20,000 Leagues Under the Sea",1954.0,4,Adventure|Children's|Fantasy|Sci-Fi,German,USA,84765,Adventure,Children's,Fantasy,Sci-Fi,,
1020,Cool Runnings (1993),Cool Runnings,1993.0,1,Comedy,French,Italy,95670,Comedy,,,,,
1021,Angels in the Outfield (1994),Angels in the Outfield,1994.0,2,Children's|Comedy,English,India,29925,Children's,Comedy,,,,
1022,Cinderella (1950),Cinderella,1950.0,3,Animation|Children's|Musical,Italian,UK,16371,Animation,Children's,Musical,,,
1023,Winnie the Pooh and the Blustery Day (1968),Winnie the Pooh and the Blustery Day,1968.0,2,Animation|Children's,Spanish,UK,27200,Animation,Children's,,,,
1024,"Three Caballeros, The (1945)","Three Caballeros, The",1945.0,3,Animation|Children's|Musical,French,Italy,92094,Animation,Children's,Musical,,,
1025,"Sword in the Stone, The (1963)","Sword in the Stone, The",1963.0,2,Animation|Children's,Italian,USA,99481,Animation,Children's,,,,
1026,So Dear to My Heart (1949),So Dear to My Heart,1949.0,2,Children's|Drama,English,France,20413,Children's,Drama,,,,
1027,Robin Hood: Prince of Thieves (1991),Robin Hood: Prince of Thieves,1991.0,1,Drama,English,India,43132,Drama,,,,,
1028,Mary Poppins (1964),Mary Poppins,1964.0,3,Children's|Comedy|Musical,Spanish,UK,55288,Children's,Comedy,Musical,,,
1029,Dumbo (1941),Dumbo,1941.0,3,Animation|Children's|Musical,Spanish,Canada,5103,Animation,Children's,Musical,,,
1030,Pete's Dragon (1977),Pete's Dragon,1977.0,4,Adventure|Animation|Children's|Musical,English,India,77454,Adventure,Animation,Children's,Musical,,
1031,Bedknobs and Broomsticks (1971),Bedknobs and Broomsticks,1971.0,3,Adventure|Children's|Musical,Spanish,France,16318,Adventure,Children's,Musical,,,
1032,Alice in Wonderland (1951),Alice in Wonderland,1951.0,3,Animation|Children's|Musical,Italian,India,76950,Animation,Children's,Musical,,,
1033,"Fox and the Hound, The (1981)","Fox and the Hound, The",1981.0,2,Animation|Children's,German,UK,74332,Animation,Children's,,,,
1034,Freeway (1996),Freeway,1996.0,1,Crime,French,Canada,35640,Crime,,,,,
1035,"Sound of Music, The (1965)","Sound of Music, The",1965.0,1,Musical,Italian,USA,42772,Musical,,,,,
1036,Die Hard (1988),Die Hard,1988.0,2,Action|Thriller,German,UK,61917,Action,Thriller,,,,
1037,"Lawnmower Man, The (1992)","Lawnmower Man, The",1992.0,3,Action|Sci-Fi|Thriller,English,Canada,76090,Action,Sci-Fi,Thriller,,,
1038,Unhook the Stars (1996),Unhook the Stars,1996.0,1,Drama,English,India,85247,Drama,,,,,
1039,Synthetic Pleasures (1995),Synthetic Pleasures,1995.0,1,Documentary,Spanish,Canada,93620,Documentary,,,,,
1040,"Secret Agent, The (1996)","Secret Agent, The",1996.0,1,Drama,Spanish,USA,7200,Drama,,,,,
1041,Secrets & Lies (1996),Secrets & Lies,1996.0,1,Drama,Spanish,France,63977,Drama,,,,,
1042,That Thing You Do! (1996),That Thing You Do!,1996.0,1,Comedy,Italian,India,89282,Comedy,,,,,
1043,To Gillian on Her 37th Birthday (1996),To Gillian on Her 37th Birthday,1996.0,2,Drama|Romance,Italian,USA,87598,Drama,Romance,,,,
1044,Surviving Picasso (1996),Surviving Picasso,1996.0,1,Drama,Spanish,Italy,45283,Drama,,,,,
1045,Love Is All There Is (1996),Love Is All There Is,1996.0,2,Comedy|Drama,English,France,87654,Comedy,Drama,,,,
1046,Beautiful Thing (1996),Beautiful Thing,1996.0,2,Drama|Romance,Spanish,Italy,58654,Drama,Romance,,,,
1047,"Long Kiss Goodnight, The (1996)","Long Kiss Goodnight, The",1996.0,2,Action|Thriller,French,India,87336,Action,Thriller,,,,
1049,"Ghost and the Darkness, The (1996)","Ghost and the Darkness, The",1996.0,2,Action|Adventure,German,USA,68720,Action,Adventure,,,,
1050,Looking for Richard (1996),Looking for Richard,1996.0,2,Documentary|Drama,English,Canada,20049,Documentary,Drama,,,,
1051,Trees Lounge (1996),Trees Lounge,1996.0,1,Drama,English,Canada,3152,Drama,,,,,
1052,"Proprietor, The (1996)","Proprietor, The",1996.0,1,Drama,French,UK,86995,Drama,,,,,
1053,Normal Life (1996),Normal Life,1996.0,2,Crime|Drama,French,Canada,56209,Crime,Drama,,,,
1054,Get on the Bus (1996),Get on the Bus,1996.0,1,Drama,French,USA,93274,Drama,,,,,
1055,Shadow Conspiracy (1997),Shadow Conspiracy,1997.0,1,Thriller,French,France,65173,Thriller,,,,,
1056,Jude (1996),Jude,1996.0,1,Drama,Spanish,Italy,35191,Drama,,,,,
1057,Everyone Says I Love You (1996),Everyone Says I Love You,1996.0,3,Comedy|Musical|Romance,Spanish,Italy,12634,Comedy,Musical,Romance,,,
1058,Bitter Sugar (Azucar Amargo) (1996),Bitter Sugar (Azucar Amargo),1996.0,1,Drama,French,UK,62724,Drama,,,,,
1059,William Shakespeare's Romeo and Juliet (1996),William Shakespeare's Romeo and Juliet,1996.0,2,Drama|Romance,French,USA,88884,Drama,Romance,,,,
1060,Swingers (1996),Swingers,1996.0,2,Comedy|Drama,French,USA,90095,Comedy,Drama,,,,
1061,Sleepers (1996),Sleepers,1996.0,2,Crime|Drama,Italian,Italy,5376,Crime,Drama,,,,
1062,"Sunchaser, The (1996)","Sunchaser, The",1996.0,1,Drama,Spanish,France,87692,Drama,,,,,
1063,Johns (1996),Johns,1996.0,1,Drama,Spanish,USA,24872,Drama,,,,,
1064,Aladdin and the King of Thieves (1996),Aladdin and the King of Thieves,1996.0,3,Animation|Children's|Comedy,French,Italy,30581,Animation,Children's,Comedy,,,
1065,"Woman in Question, The (1950)","Woman in Question, The",1950.0,1,Mystery,German,India,35173,Mystery,,,,,
1066,Shall We Dance? (1937),Shall We Dance?,1937.0,3,Comedy|Musical|Romance,English,Canada,56811,Comedy,Musical,Romance,,,
1067,"Damsel in Distress, A (1937)","Damsel in Distress, A",1937.0,3,Comedy|Musical|Romance,German,Italy,37818,Comedy,Musical,Romance,,,
1068,Crossfire (1947),Crossfire,1947.0,2,Crime|Film-Noir,French,UK,60801,Crime,Film-Noir,,,,
1069,"Murder, My Sweet (1944)","Murder, My Sweet",1944.0,2,Film-Noir|Thriller,French,France,7210,Film-Noir,Thriller,,,,
1070,Macao (1952),Macao,1952.0,1,Adventure,French,USA,92754,Adventure,,,,,
1071,For the Moment (1994),For the Moment,1994.0,2,Romance|War,English,Canada,16322,Romance,War,,,,
1073,Willy Wonka and the Chocolate Factory (1971),Willy Wonka and the Chocolate Factory,1971.0,4,Adventure|Children's|Comedy|Fantasy,English,India,30876,Adventure,Children's,Comedy,Fantasy,,
1075,"Sexual Life of the Belgians, The (1994)","Sexual Life of the Belgians, The",1994.0,1,Comedy,French,Italy,36562,Comedy,,,,,
1076,"Innocents, The (1961)","Innocents, The",1961.0,1,Thriller,English,India,57444,Thriller,,,,,
1077,Sleeper (1973),Sleeper,1973.0,2,Comedy|Sci-Fi,English,USA,27280,Comedy,Sci-Fi,,,,
1078,Bananas (1971),Bananas,1971.0,2,Comedy|War,Spanish,USA,66703,Comedy,War,,,,
1079,"Fish Called Wanda, A (1988)","Fish Called Wanda, A",1988.0,1,Comedy,Spanish,Italy,21192,Comedy,,,,,
1080,Monty Python's Life of Brian (1979),Monty Python's Life of Brian,1979.0,1,Comedy,Spanish,Canada,30391,Comedy,,,,,
1081,Victor/Victoria (1982),Victor/Victoria,1982.0,2,Comedy|Musical,Spanish,Canada,35370,Comedy,Musical,,,,
1082,"Candidate, The (1972)","Candidate, The",1972.0,1,Drama,French,UK,3260,Drama,,,,,
1083,"Great Race, The (1965)","Great Race, The",1965.0,2,Comedy|Musical,French,India,57282,Comedy,Musical,,,,
1084,Bonnie and Clyde (1967),Bonnie and Clyde,1967.0,2,Crime|Drama,Spanish,India,61814,Crime,Drama,,,,
1085,"Old Man and the Sea, The (1958)","Old Man and the Sea, The",1958.0,2,Adventure|Drama,Italian,India,51181,Adventure,Drama,,,,
1086,Dial M for Murder (1954),Dial M for Murder,1954.0,2,Mystery|Thriller,Italian,France,25223,Mystery,Thriller,,,,
1087,Madame Butterfly (1995),Madame Butterfly,1995.0,1,Musical,German,USA,7093,Musical,,,,,
1088,Dirty Dancing (1987),Dirty Dancing,1987.0,2,Musical|Romance,Spanish,France,4491,Musical,Romance,,,,
1089,Reservoir Dogs (1992),Reservoir Dogs,1992.0,2,Crime|Thriller,French,Canada,23776,Crime,Thriller,,,,
1090,Platoon (1986),Platoon,1986.0,2,Drama|War,Spanish,France,30132,Drama,War,,,,
1091,Weekend at Bernie's (1989),Weekend at Bernie's,1989.0,1,Comedy,English,Italy,22587,Comedy,,,,,
1092,Basic Instinct (1992),Basic Instinct,1992.0,2,Mystery|Thriller,Spanish,USA,2005,Mystery,Thriller,,,,
1093,"Doors, The (1991)","Doors, The",1991.0,2,Drama|Musical,French,Canada,93164,Drama,Musical,,,,
1094,"Crying Game, The (1992)","Crying Game, The",1992.0,3,Drama|Romance|War,Italian,Canada,75017,Drama,Romance,War,,,
1095,Glengarry Glen Ross (1992),Glengarry Glen Ross,1992.0,1,Drama,Spanish,Canada,8414,Drama,,,,,
1096,Sophie's Choice (1982),Sophie's Choice,1982.0,1,Drama,Italian,USA,27036,Drama,,,,,
1097,E.T. the Extra-Terrestrial (1982),E.T. the Extra-Terrestrial,1982.0,4,Children's|Drama|Fantasy|Sci-Fi,Italian,Canada,4721,Children's,Drama,Fantasy,Sci-Fi,,
1098,"Search for One-eye Jimmy, The (1996)","Search for One-eye Jimmy, The",1996.0,1,Comedy,Italian,USA,2197,Comedy,,,,,
1099,"Christmas Carol, A (1938)","Christmas Carol, A",1938.0,1,Drama,German,India,73042,Drama,,,,,
1100,Days of Thunder (1990),Days of Thunder,1990.0,2,Action|Romance,French,UK,67171,Action,Romance,,,,
1101,Top Gun (1986),Top Gun,1986.0,2,Action|Romance,French,France,65060,Action,Romance,,,,
1102,American Strays (1996),American Strays,1996.0,1,Action,French,Italy,68824,Action,,,,,
1103,Rebel Without a Cause (1955),Rebel Without a Cause,1955.0,1,Drama,French,India,86307,Drama,,,,,
1104,"Streetcar Named Desire, A (1951)","Streetcar Named Desire, A",1951.0,1,Drama,German,UK,62773,Drama,,,,,
1105,Children of the Corn IV: The Gathering (1996),Children of the Corn IV: The Gathering,1996.0,1,Horror,English,France,13238,Horror,,,,,
1106,"Leopard Son, The (1996)","Leopard Son, The",1996.0,1,Documentary,French,USA,79034,Documentary,,,,,
1107,Loser (1991),Loser,1991.0,1,Comedy,German,Canada,42903,Comedy,,,,,
1108,Prerokbe Ognja (1995),Prerokbe Ognja,1995.0,1,Documentary,French,India,38018,Documentary,,,,,
1109,Charm's Incidents (1996),Charm's Incidents,1996.0,1,Drama,German,Italy,85388,Drama,,,,,
1110,Bird of Prey (1996),Bird of Prey,1996.0,1,Action,Spanish,USA,81724,Action,,,,,
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Microcosmos (Microcosmos: Le peuple de l'herbe),1996.0,1,Documentary,French,Italy,24738,Documentary,,,,,
1112,Palookaville (1996),Palookaville,1996.0,2,Action|Drama,Spanish,Italy,63272,Action,Drama,,,,
1113,"Associate, The (1996)","Associate, The",1996.0,1,Comedy,English,India,87522,Comedy,,,,,
1114,"Funeral, The (1996)","Funeral, The",1996.0,1,Drama,German,USA,7338,Drama,,,,,
1115,Sleepover (1995),Sleepover,1995.0,2,Comedy|Drama,Spanish,USA,51084,Comedy,Drama,,,,
1116,"Single Girl, A (La Fille Seule) (1995)","Single Girl, A (La Fille Seule)",1995.0,1,Drama,Spanish,USA,57325,Drama,,,,,
1117,"Eighth Day, The (Le Huitième jour ) (1996)","Eighth Day, The (Le Huitième jour )",1996.0,1,Drama,Spanish,Italy,51018,Drama,,,,,
1118,Tashunga (1995),Tashunga,1995.0,2,Adventure|Western,English,France,76431,Adventure,Western,,,,
1119,Drunks (1997),Drunks,1997.0,1,Drama,English,France,1302,Drama,,,,,
1120,"People vs. Larry Flynt, The (1996)","People vs. Larry Flynt, The",1996.0,1,Drama,English,UK,60007,Drama,,,,,
1121,Glory Daze (1996),Glory Daze,1996.0,1,Drama,German,Canada,31201,Drama,,,,,
1122,Plutonium Circus (1995),Plutonium Circus,1995.0,1,Documentary,French,France,51633,Documentary,,,,,
1123,"Perfect Candidate, A (1996)","Perfect Candidate, A",1996.0,1,Documentary,Spanish,Italy,60459,Documentary,,,,,
1124,On Golden Pond (1981),On Golden Pond,1981.0,1,Drama,Italian,Italy,29277,Drama,,,,,
1125,"Return of the Pink Panther, The (1974)","Return of the Pink Panther, The",1974.0,1,Comedy,English,Canada,15431,Comedy,,,,,
1126,Drop Dead Fred (1991),Drop Dead Fred,1991.0,2,Comedy|Fantasy,English,France,83407,Comedy,Fantasy,,,,
1127,"Abyss, The (1989)","Abyss, The",1989.0,4,Action|Adventure|Sci-Fi|Thriller,French,France,74165,Action,Adventure,Sci-Fi,Thriller,,
1128,"Fog, The (1980)","Fog, The",1980.0,1,Horror,German,UK,95837,Horror,,,,,
1129,Escape from New York (1981),Escape from New York,1981.0,4,Action|Adventure|Sci-Fi|Thriller,Italian,France,31129,Action,Adventure,Sci-Fi,Thriller,,
1130,"Howling, The (1980)","Howling, The",1980.0,1,Horror,German,Canada,12791,Horror,,,,,
1131,Jean de Florette (1986),Jean de Florette,1986.0,1,Drama,Italian,Italy,91918,Drama,,,,,
1132,Manon of the Spring (Manon des sources) (1986),Manon of the Spring (Manon des sources),1986.0,1,Drama,French,Canada,73352,Drama,,,,,
1133,Talking About Sex (1994),Talking About Sex,1994.0,2,Comedy|Drama,French,Canada,21454,Comedy,Drama,,,,
1134,Johnny 100 Pesos (1993),Johnny 100 Pesos,1993.0,2,Action|Drama,Spanish,USA,46855,Action,Drama,,,,
1135,Private Benjamin (1980),Private Benjamin,1980.0,1,Comedy,Spanish,USA,52306,Comedy,,,,,
1136,Monty Python and the Holy Grail (1974),Monty Python and the Holy Grail,1974.0,1,Comedy,German,France,57587,Comedy,,,,,
1137,Hustler White (1996),Hustler White,1996.0,1,Romance,Spanish,Italy,27361,Romance,,,,,
1138,Dadetown (1995),Dadetown,1995.0,1,Documentary,German,Italy,97867,Documentary,,,,,
1139,Everything Relative (1996),Everything Relative,1996.0,1,Drama,Italian,France,63357,Drama,,,,,
1140,Entertaining Angels: The Dorothy Day Story (1996),Entertaining Angels: The Dorothy Day Story,1996.0,1,Drama,Spanish,India,66089,Drama,,,,,
1141,Hoogste tijd (1995),Hoogste tijd,1995.0,1,Drama,French,India,46470,Drama,,,,,
1142,Get Over It (1996),Get Over It,1996.0,1,Drama,English,USA,82680,Drama,,,,,
1143,Three Lives and Only One Death (1996),Three Lives and Only One Death,1996.0,1,Comedy,Italian,Italy,69044,Comedy,,,,,
1144,"Line King: Al Hirschfeld, The (1996)","Line King: Al Hirschfeld, The",1996.0,1,Documentary,Spanish,Canada,81384,Documentary,,,,,
1145,Snowriders (1996),Snowriders,1996.0,1,Documentary,German,Italy,48259,Documentary,,,,,
1146,Curtis's Charm (1995),Curtis's Charm,1995.0,2,Comedy|Drama,German,UK,52486,Comedy,Drama,,,,
1147,When We Were Kings (1996),When We Were Kings,1996.0,1,Documentary,French,India,25791,Documentary,,,,,
1148,"Wrong Trousers, The (1993)","Wrong Trousers, The",1993.0,2,Animation|Comedy,Italian,USA,47572,Animation,Comedy,,,,
1149,JLG/JLG - autoportrait de décembre (1994),JLG/JLG - autoportrait de décembre,1994.0,2,Documentary|Drama,French,USA,62768,Documentary,Drama,,,,
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)","Return of Martin Guerre, The (Retour de Martin Guerre, Le)",1982.0,1,Drama,French,Italy,49003,Drama,,,,,
1151,Faust (1994),Faust,1994.0,3,Animation|Comedy|Thriller,Spanish,India,38273,Animation,Comedy,Thriller,,,
1152,He Walked by Night (1948),He Walked by Night,1948.0,3,Crime|Film-Noir|Thriller,German,India,71286,Crime,Film-Noir,Thriller,,,
1153,Raw Deal (1948),Raw Deal,1948.0,1,Film-Noir,Italian,USA,50731,Film-Noir,,,,,
1154,T-Men (1947),T-Men,1947.0,1,Film-Noir,Italian,Italy,70308,Film-Noir,,,,,
1155,"Invitation, The (Zaproszenie) (1986)","Invitation, The (Zaproszenie)",1986.0,1,Drama,Spanish,Canada,93190,Drama,,,,,
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)","Children Are Watching us, The (Bambini ci guardano, I)",1942.0,1,Drama,German,France,87074,Drama,,,,,
1157,"Symphonie pastorale, La (1946)","Symphonie pastorale, La",1946.0,1,Drama,English,USA,45870,Drama,,,,,
1158,Here Comes Cookie (1935),Here Comes Cookie,1935.0,1,Comedy,English,UK,32485,Comedy,,,,,
1159,Love in Bloom (1935),Love in Bloom,1935.0,1,Romance,English,India,91288,Romance,,,,,
1160,Six of a Kind (1934),Six of a Kind,1934.0,1,Comedy,French,USA,83865,Comedy,,,,,
1161,"Tin Drum, The (Blechtrommel, Die) (1979)","Tin Drum, The (Blechtrommel, Die)",1979.0,1,Drama,English,USA,5566,Drama,,,,,
1162,"Ruling Class, The (1972)","Ruling Class, The",1972.0,1,Comedy,Italian,Italy,57253,Comedy,,,,,
1163,Mina Tannenbaum (1994),Mina Tannenbaum,1994.0,1,Drama,French,Canada,54709,Drama,,,,,
1164,Two or Three Things I Know About Her (1966),Two or Three Things I Know About Her,1966.0,1,Drama,Spanish,USA,71886,Drama,,,,,
1165,"Bloody Child, The (1996)","Bloody Child, The",1996.0,2,Drama|Thriller,English,Italy,71023,Drama,Thriller,,,,
1166,Farmer & Chase (1995),Farmer & Chase,1995.0,1,Comedy,German,India,88736,Comedy,,,,,
1167,Dear God (1996),Dear God,1996.0,1,Comedy,German,Italy,77763,Comedy,,,,,
1168,Bad Moon (1996),Bad Moon,1996.0,1,Horror,French,India,97601,Horror,,,,,
1169,American Dream (1990),American Dream,1990.0,1,Documentary,English,India,40848,Documentary,,,,,
1170,Best of the Best 3: No Turning Back (1995),Best of the Best 3: No Turning Back,1995.0,1,Action,English,UK,55629,Action,,,,,
1171,Bob Roberts (1992),Bob Roberts,1992.0,1,Comedy,German,Italy,88881,Comedy,,,,,
1172,Cinema Paradiso (1988),Cinema Paradiso,1988.0,3,Comedy|Drama|Romance,Italian,France,69529,Comedy,Drama,Romance,,,
1173,"Cook the Thief His Wife & Her Lover, The (1989)","Cook the Thief His Wife & Her Lover, The",1989.0,1,Drama,Spanish,UK,95076,Drama,,,,,
1174,Grosse Fatigue (1994),Grosse Fatigue,1994.0,1,Comedy,Italian,USA,28818,Comedy,,,,,
1175,Delicatessen (1991),Delicatessen,1991.0,2,Comedy|Sci-Fi,French,USA,3426,Comedy,Sci-Fi,,,,
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)","Double Life of Veronique, The (La Double Vie de Véronique)",1991.0,1,Drama,French,Canada,90284,Drama,,,,,
1177,Enchanted April (1991),Enchanted April,1991.0,1,Drama,French,India,63643,Drama,,,,,
1178,Paths of Glory (1957),Paths of Glory,1957.0,2,Drama|War,French,India,90902,Drama,War,,,,
1179,"Grifters, The (1990)","Grifters, The",1990.0,3,Crime|Drama|Film-Noir,Spanish,Italy,23398,Crime,Drama,Film-Noir,,,
1180,Hear My Song (1991),Hear My Song,1991.0,1,Comedy,English,USA,97122,Comedy,,,,,
1181,"Shooter, The (1995)","Shooter, The",1995.0,1,Action,German,France,19445,Action,,,,,
1183,"English Patient, The (1996)","English Patient, The",1996.0,3,Drama|Romance|War,German,Italy,16634,Drama,Romance,War,,,
1184,Mediterraneo (1991),Mediterraneo,1991.0,2,Comedy|War,German,USA,89764,Comedy,War,,,,
1185,My Left Foot (1989),My Left Foot,1989.0,1,Drama,German,France,82744,Drama,,,,,
1186,"Sex, Lies, and Videotape (1989)","Sex, Lies, and Videotape",1989.0,1,Drama,Italian,UK,29174,Drama,,,,,
1187,Passion Fish (1992),Passion Fish,1992.0,1,Drama,English,Italy,81474,Drama,,,,,
1188,Strictly Ballroom (1992),Strictly Ballroom,1992.0,2,Comedy|Romance,French,France,96608,Comedy,Romance,,,,
1189,"Thin Blue Line, The (1988)","Thin Blue Line, The",1988.0,1,Documentary,Italian,Italy,42337,Documentary,,,,,
1190,Tie Me Up! Tie Me Down! (1990),Tie Me Up! Tie Me Down!,1990.0,1,Drama,Italian,Italy,32765,Drama,,,,,
1191,Madonna: Truth or Dare (1991),Madonna: Truth or Dare,1991.0,1,Documentary,Italian,India,35420,Documentary,,,,,
1192,Paris Is Burning (1990),Paris Is Burning,1990.0,1,Documentary,Italian,India,17028,Documentary,,,,,
1193,One Flew Over the Cuckoo's Nest (1975),One Flew Over the Cuckoo's Nest,1975.0,1,Drama,Spanish,Canada,1232,Drama,,,,,
1194,Up in Smoke (1978),Up in Smoke,1978.0,1,Comedy,Spanish,France,53795,Comedy,,,,,
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode V - The Empire Strikes Back,1980.0,5,Action|Adventure|Drama|Sci-Fi|War,French,UK,51248,Action,Adventure,Drama,Sci-Fi,War,
1197,"Princess Bride, The (1987)","Princess Bride, The",1987.0,4,Action|Adventure|Comedy|Romance,German,India,57710,Action,Adventure,Comedy,Romance,,
1198,Raiders of the Lost Ark (1981),Raiders of the Lost Ark,1981.0,2,Action|Adventure,French,USA,71150,Action,Adventure,,,,
1199,Brazil (1985),Brazil,1985.0,1,Sci-Fi,German,USA,62614,Sci-Fi,,,,,
1200,Aliens (1986),Aliens,1986.0,4,Action|Sci-Fi|Thriller|War,Spanish,UK,22819,Action,Sci-Fi,Thriller,War,,
1201,"Good, The Bad and The Ugly, The (1966)","Good, The Bad and The Ugly, The",1966.0,2,Action|Western,French,Italy,38076,Action,Western,,,,
1202,Withnail and I (1987),Withnail and I,1987.0,1,Comedy,German,UK,57432,Comedy,,,,,
1203,12 Angry Men (1957),12 Angry Men,1957.0,1,Drama,English,France,86057,Drama,,,,,
1204,Lawrence of Arabia (1962),Lawrence of Arabia,1962.0,2,Adventure|War,Italian,India,65201,Adventure,War,,,,
1205,"Transformers: The Movie, The (1986)","Transformers: The Movie, The",1986.0,6,Action|Animation|Children's|Sci-Fi|Thriller|War,French,USA,56789,Action,Animation,Children's,Sci-Fi,Thriller,War
1206,"Clockwork Orange, A (1971)","Clockwork Orange, A",1971.0,1,Sci-Fi,English,Italy,54685,Sci-Fi,,,,,
1207,To Kill a Mockingbird (1962),To Kill a Mockingbird,1962.0,1,Drama,Spanish,UK,82187,Drama,,,,,
1208,Apocalypse Now (1979),Apocalypse Now,1979.0,2,Drama|War,Italian,India,37669,Drama,War,,,,
1209,Once Upon a Time in the West (1969),Once Upon a Time in the West,1969.0,1,Western,English,Italy,12718,Western,,,,,
1210,Star Wars: Episode VI - Return of the Jedi (1983),Star Wars: Episode VI - Return of the Jedi,1983.0,5,Action|Adventure|Romance|Sci-Fi|War,German,India,63619,Action,Adventure,Romance,Sci-Fi,War,
1211,Wings of Desire (Der Himmel über Berlin) (1987),Wings of Desire (Der Himmel über Berlin),1987.0,3,Comedy|Drama|Romance,Italian,India,52446,Comedy,Drama,Romance,,,
1212,"Third Man, The (1949)","Third Man, The",1949.0,2,Mystery|Thriller,English,Canada,63519,Mystery,Thriller,,,,
1213,GoodFellas (1990),GoodFellas,1990.0,2,Crime|Drama,German,Italy,79459,Crime,Drama,,,,
1214,Alien (1979),Alien,1979.0,4,Action|Horror|Sci-Fi|Thriller,Italian,Canada,30576,Action,Horror,Sci-Fi,Thriller,,
1215,Army of Darkness (1993),Army of Darkness,1993.0,5,Action|Adventure|Comedy|Horror|Sci-Fi,Spanish,India,76695,Action,Adventure,Comedy,Horror,Sci-Fi,
1216,"Big Blue, The (Le Grand Bleu) (1988)","Big Blue, The (Le Grand Bleu)",1988.0,2,Adventure|Romance,Spanish,Italy,94189,Adventure,Romance,,,,
1217,Ran (1985),Ran,1985.0,2,Drama|War,English,UK,18023,Drama,War,,,,
1218,"Killer, The (Die xue shuang xiong) (1989)","Killer, The (Die xue shuang xiong)",1989.0,2,Action|Thriller,English,Italy,72204,Action,Thriller,,,,
1219,Psycho (1960),Psycho,1960.0,2,Horror|Thriller,English,USA,68246,Horror,Thriller,,,,
1220,"Blues Brothers, The (1980)","Blues Brothers, The",1980.0,3,Action|Comedy|Musical,Italian,India,91263,Action,Comedy,Musical,,,
1221,"Godfather: Part II, The (1974)","Godfather: Part II, The",1974.0,3,Action|Crime|Drama,German,Canada,11323,Action,Crime,Drama,,,
1222,Full Metal Jacket (1987),Full Metal Jacket,1987.0,3,Action|Drama|War,Spanish,USA,93749,Action,Drama,War,,,
1223,"Grand Day Out, A (1992)","Grand Day Out, A",1992.0,2,Animation|Comedy,French,France,40471,Animation,Comedy,,,,
1224,Henry V (1989),Henry V,1989.0,2,Drama|War,Italian,India,60130,Drama,War,,,,
1225,Amadeus (1984),Amadeus,1984.0,1,Drama,English,USA,35125,Drama,,,,,
1226,"Quiet Man, The (1952)","Quiet Man, The",1952.0,2,Comedy|Romance,French,Canada,69400,Comedy,Romance,,,,
1227,Once Upon a Time in America (1984),Once Upon a Time in America,1984.0,3,Crime|Drama|Thriller,German,Italy,24933,Crime,Drama,Thriller,,,
1228,Raging Bull (1980),Raging Bull,1980.0,1,Drama,English,Canada,71623,Drama,,,,,
1230,Annie Hall (1977),Annie Hall,1977.0,2,Comedy|Romance,Spanish,USA,86982,Comedy,Romance,,,,
1231,"Right Stuff, The (1983)","Right Stuff, The",1983.0,1,Drama,English,UK,20632,Drama,,,,,
1232,Stalker (1979),Stalker,1979.0,2,Mystery|Sci-Fi,Spanish,USA,42831,Mystery,Sci-Fi,,,,
1233,"Boat, The (Das Boot) (1981)","Boat, The (Das Boot)",1981.0,3,Action|Drama|War,Spanish,France,54966,Action,Drama,War,,,
1234,"Sting, The (1973)","Sting, The",1973.0,2,Comedy|Crime,English,Italy,7551,Comedy,Crime,,,,
1235,Harold and Maude (1971),Harold and Maude,1971.0,1,Comedy,German,Canada,53052,Comedy,,,,,
1236,Trust (1990),Trust,1990.0,2,Comedy|Drama,Italian,France,77723,Comedy,Drama,,,,
